crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
maize,7.65,Kano,loamy,1195.4,21.5,0,15357.6
maize,6.08,Lagos,sandy,849.0,34.5,1,9063.0
pepper,7.83,Benue,silty,1070.1,28.6,1,68159.5
rice,2.42,Benue,sandy,1366.4,29.6,1,7691.8
maize,6.86,Kano,sandy,1336.6,26.3,1,12300.8
yam,7.22,Lagos,loamy,1352.7,28.8,0,66165.6
rice,7.75,Lagos,sandy,1604.2,25.7,0,18279.1
rice,3.36,Oyo,sandy,997.6,24.9,1,11406.8
cassava,8.42,Plateau,clay,1576.2,27.6,1,98559.1
tomato,1.78,Oyo,silty,655.2,27.3,0,25668.1
yam,8.59,Rivers,clay,1026.0,26.1,1,89937.3
pepper,0.92,Benue,sandy,523.9,31.1,0,3519.2
maize,8.09,Lagos,clay,837.6,27.3,0,17713.4
cowpea,1.01,Kano,loamy,1675.0,31.3,1,1025.5
yam,5.79,Lagos,sandy,1300.0,26.1,1,57276.1
maize,6.89,Kano,silty,1362.3,25.5,0,17084.1
pepper,8.54,Kano,sandy,850.7,29.5,1,57495.2
yam,4.06,Rivers,clay,1161.1,31.4,1,32044.6
rice,7.68,Bauchi,silty,1511.1,24.3,0,23761.6
cassava,3.93,Bauchi,silty,832.8,25.8,0,38051.9
cowpea,6.09,Benue,silty,1649.1,31.8,1,4878.8
yam,1.96,Benue,clay,892.5,31.0,0,13017.5
pepper,8.66,Kaduna,silty,1195.2,24.1,1,86097.8
pepper,6.95,Benue,silty,805.0,19.3,0,31309.5
cowpea,4.49,Plateau,clay,708.0,25.4,1,4067.6
yam,6.12,Bauchi,sandy,1084.6,26.6,0,47774.4
maize,3.45,Kano,clay,1709.9,23.6,0,5361.0
rice,0.81,Oyo,silty,1482.8,30.5,1,2806.6
yam,5.47,Kaduna,sandy,1517.6,26.1,0,41011.7
cowpea,7.36,Plateau,clay,749.9,22.8,0,4604.7
rice,7.53,Bauchi,sandy,1227.3,27.4,1,32159.3
maize,5.83,Kaduna,loamy,1456.0,31.9,1,14134.3
cowpea,0.91,Lagos,loamy,1658.5,30.8,1,1106.1
maize,8.44,Bauchi,clay,1677.4,27.3,1,23897.2
cassava,5.56,Kaduna,loamy,525.1,29.5,0,49760.1
cassava,6.92,Kano,loamy,1388.4,26.4,1,106637.9
maize,2.91,Kano,loamy,1289.4,28.7,1,10101.9
tomato,0.98,Kaduna,silty,1152.2,27.6,0,13889.0
rice,1.92,Lagos,loamy,1836.8,25.2,1,6956.3
rice,9.28,Oyo,sandy,1429.6,32.2,1,27051.8
maize,4.0,Lagos,loamy,1155.3,25.6,1,13540.9
tomato,1.76,Kano,sandy,847.7,20.5,0,11958.2
tomato,7.32,Benue,clay,1247.2,20.7,1,101445.5
cassava,9.65,Kano,sandy,1106.7,31.9,0,77011.0
cowpea,9.96,Rivers,clay,1791.2,22.6,1,9907.3
tomato,1.5,Benue,silty,1113.4,30.3,1,26318.2
pepper,3.66,Oyo,clay,1656.6,23.8,1,26960.0
pepper,3.85,Benue,sandy,1049.8,24.5,1,22480.3
rice,3.28,Lagos,silty,725.0,28.7,0,10523.7
yam,8.25,Lagos,silty,490.5,31.3,0,43481.8
cassava,7.36,Plateau,loamy,753.2,20.5,1,69749.9
cassava,9.52,Plateau,sandy,1582.4,24.1,0,58632.8
tomato,7.04,Kano,clay,1471.7,24.9,0,80693.3
rice,0.64,Benue,clay,2010.0,25.7,1,1823.7
cowpea,4.45,Bauchi,silty,1340.2,26.5,0,5962.0
cowpea,3.59,Kaduna,clay,1675.1,24.8,1,4316.6
cowpea,2.64,Oyo,silty,717.5,32.5,1,2393.1
pepper,9.43,Kaduna,loamy,751.7,27.9,1,84254.1
cowpea,3.59,Benue,loamy,1601.9,32.8,1,3623.6
pepper,9.23,Benue,loamy,899.2,29.1,1,87866.5
rice,6.41,Lagos,silty,1493.1,25.5,0,21402.4
rice,6.4,Rivers,sandy,1192.4,26.9,0,18192.2
yam,0.74,Bauchi,sandy,1374.1,24.8,1,6527.8
yam,4.56,Plateau,clay,575.8,25.3,0,24513.0
cowpea,9.19,Bauchi,clay,1884.7,25.1,1,8644.0
tomato,3.33,Lagos,clay,537.1,27.6,0,37161.9
yam,5.53,Oyo,sandy,492.7,26.1,0,31342.9
cassava,6.85,Rivers,loamy,1235.1,27.4,0,91981.5
pepper,8.6,Lagos,clay,1420.6,27.9,1,75870.3
maize,3.98,Oyo,loamy,1148.6,25.7,1,12889.7
cassava,6.32,Benue,sandy,1412.1,27.9,1,67675.9
tomato,7.75,Benue,silty,1016.0,28.7,1,123940.8
cassava,6.24,Oyo,clay,882.7,29.6,0,53160.8
cowpea,6.34,Kano,clay,1312.8,23.0,1,7804.5
tomato,5.76,Oyo,sandy,764.9,26.6,1,70375.5
rice,5.71,Kano,clay,632.0,25.9,0,13905.1
cowpea,3.32,Bauchi,sandy,1269.2,26.5,1,3769.7
cassava,9.5,Kano,loamy,1349.9,22.6,0,108184.3
maize,7.22,Oyo,clay,1371.1,25.3,0,14379.8
yam,9.28,Lagos,loamy,1498.4,18.0,0,63067.4
tomato,8.66,Oyo,silty,734.8,25.9,1,125083.7
maize,1.6,Kaduna,sandy,1562.5,28.0,1,3970.7
tomato,0.54,Bauchi,clay,1717.3,28.3,0,6247.9
cowpea,3.93,Kaduna,clay,1797.2,28.8,1,3759.7
pepper,4.49,Bauchi,loamy,1450.2,26.3,1,49570.1
tomato,1.78,Kaduna,loamy,945.0,27.6,1,32373.2
tomato,2.39,Kano,clay,1434.4,31.3,1,32144.6
rice,6.18,Plateau,clay,474.7,22.3,1,15737.5
pepper,7.98,Kaduna,clay,1506.2,30.2,0,41970.1
tomato,8.43,Oyo,silty,1259.7,28.1,1,174233.9
maize,5.31,Kaduna,sandy,1114.4,24.1,0,9261.3
cassava,9.29,Oyo,clay,851.1,27.6,1,126051.2
tomato,2.94,Oyo,silty,999.6,27.7,1,59232.8
yam,5.02,Kaduna,silty,1529.9,27.5,1,57602.7
maize,6.53,Bauchi,clay,466.3,24.6,1,13044.7
cassava,9.01,Lagos,silty,2027.4,28.3,0,65786.8
yam,4.59,Plateau,silty,692.2,25.1,1,38411.6
cowpea,1.27,Lagos,silty,1276.3,30.8,0,1183.0
cowpea,2.99,Kano,silty,1076.6,30.3,1,3926.7
rice,7.18,Kaduna,silty,1061.9,31.5,0,21459.3
rice,1.59,Kaduna,silty,1100.9,26.6,1,6979.5
cassava,4.31,Rivers,silty,1489.8,29.1,0,44846.1
tomato,8.09,Oyo,sandy,1311.0,26.7,1,122969.6
yam,3.43,Oyo,silty,804.6,23.5,1,35895.2
tomato,8.89,Lagos,sandy,694.9,23.3,0,83140.6
cassava,4.27,Plateau,silty,1318.1,30.6,1,53288.7
yam,8.62,Kaduna,clay,1247.7,24.8,1,110505.8
rice,1.4,Plateau,silty,1416.0,25.1,0,4961.8
tomato,9.11,Kano,clay,1845.2,29.2,1,114861.8
cowpea,4.89,Kaduna,sandy,1108.9,25.6,0,4495.0
tomato,9.56,Bauchi,clay,1533.3,28.8,1,157221.5
tomato,3.71,Kaduna,silty,2005.4,23.6,0,30817.8
yam,8.76,Plateau,sandy,955.6,29.4,0,53768.7
yam,8.18,Benue,clay,1195.7,24.5,0,77895.7
pepper,1.94,Lagos,loamy,1297.8,28.7,1,19793.6
cowpea,3.88,Rivers,clay,1014.9,22.1,0,3242.6
yam,7.95,Bauchi,silty,1575.6,26.8,0,77078.4
rice,3.03,Kano,loamy,1045.1,23.9,1,13324.1
cowpea,8.45,Oyo,clay,1007.7,30.6,1,8352.7
cassava,1.33,Oyo,sandy,1016.7,27.7,1,15316.2
cassava,2.57,Benue,silty,860.6,22.2,1,30037.7
maize,1.12,Benue,sandy,972.4,26.7,0,2426.9
tomato,3.17,Bauchi,clay,1377.6,24.6,0,40445.1
rice,5.08,Lagos,loamy,1520.5,32.0,0,13893.2
cowpea,4.14,Kano,silty,730.0,29.9,0,3659.1
tomato,7.74,Rivers,sandy,240.8,31.0,1,60629.6
cowpea,9.99,Oyo,sandy,1449.1,29.0,1,12086.3
cassava,1.23,Plateau,loamy,1307.6,28.0,1,20898.0
tomato,4.45,Plateau,clay,1279.2,24.1,1,73623.2
yam,9.5,Lagos,sandy,893.7,27.2,0,67776.8
rice,7.47,Rivers,silty,1481.9,25.8,1,29461.2
cassava,1.35,Kaduna,clay,1171.5,24.1,0,13162.8
cowpea,3.66,Rivers,silty,921.7,27.5,0,4863.6
cassava,2.46,Lagos,loamy,1777.4,27.7,0,24798.6
rice,2.06,Kano,loamy,1398.3,25.6,1,8641.6
cowpea,2.48,Rivers,loamy,1044.5,19.0,1,2323.3
tomato,8.85,Lagos,silty,1170.5,29.3,1,127523.0
rice,8.23,Lagos,loamy,1524.0,25.6,1,33735.6
yam,4.58,Rivers,loamy,1471.6,27.4,1,55405.4
tomato,5.34,Rivers,clay,1100.7,27.5,0,63356.6
cowpea,4.75,Oyo,loamy,1443.9,28.0,1,8295.8
tomato,2.78,Bauchi,clay,1227.5,27.4,1,43154.7
rice,2.58,Rivers,loamy,988.8,27.8,1,12181.1
pepper,6.59,Rivers,loamy,1694.6,26.6,1,53111.8
cowpea,1.15,Kano,sandy,791.2,24.1,1,1077.2
yam,7.4,Rivers,silty,1563.6,25.7,0,61803.6
tomato,2.61,Lagos,loamy,1351.0,31.4,0,42395.7
cowpea,2.29,Rivers,loamy,584.6,25.9,0,2099.5
pepper,0.9,Kano,sandy,1445.1,29.0,1,5882.3
cowpea,6.52,Plateau,sandy,1231.0,25.7,1,7615.0
maize,8.92,Benue,loamy,1443.7,26.0,1,29470.6
yam,4.37,Plateau,silty,1818.3,25.0,1,44300.5
maize,0.64,Plateau,silty,1218.3,26.5,1,2026.0
yam,4.94,Kaduna,loamy,1255.7,25.2,1,62726.9
maize,1.82,Kaduna,sandy,786.5,26.8,1,4689.6
cassava,6.91,Benue,clay,878.0,27.0,0,59895.0
rice,4.88,Kaduna,silty,1718.3,27.7,1,18311.3
yam,4.47,Benue,clay,2030.7,29.3,1,35496.5
yam,1.47,Plateau,silty,1376.5,29.1,1,15161.0
cassava,8.8,Bauchi,clay,1320.8,28.9,1,107238.8
cowpea,3.52,Plateau,silty,1313.6,25.6,1,5537.3
cowpea,2.77,Oyo,loamy,1030.5,24.7,0,3204.6
pepper,4.1,Rivers,silty,1952.2,27.5,1,29646.9
cassava,2.78,Rivers,sandy,1370.7,23.3,1,26175.2
yam,1.99,Bauchi,loamy,1290.5,27.7,0,22445.2
cowpea,9.18,Oyo,loamy,993.7,25.6,0,11642.6
yam,4.8,Benue,silty,1092.8,25.7,1,54391.1
cowpea,4.04,Oyo,clay,945.2,21.1,0,2667.4
rice,4.94,Lagos,silty,811.1,27.2,1,15616.7
yam,4.41,Kaduna,silty,1452.4,28.5,1,54106.2
cowpea,0.54,Bauchi,silty,1351.6,26.5,0,599.7
yam,7.34,Kano,clay,1292.0,27.2,1,92792.4
yam,9.62,Plateau,sandy,1414.7,23.3,0,62762.8
pepper,3.63,Benue,sandy,1347.2,30.1,0,22000.4
pepper,1.07,Kaduna,sandy,531.5,33.3,0,3053.4
maize,9.6,Rivers,clay,1212.6,26.8,1,27432.1
pepper,5.79,Kano,clay,603.2,30.9,1,40333.4
cassava,4.26,Bauchi,clay,1058.1,25.7,0,44172.9
tomato,5.47,Plateau,sandy,1230.6,32.3,1,58662.3
cassava,5.86,Kano,sandy,1005.2,28.1,1,73230.4
cassava,0.8,Oyo,silty,1711.6,20.9,1,6596.1
maize,4.34,Kaduna,silty,1005.2,27.6,0,8679.4
pepper,6.02,Benue,loamy,1119.7,25.8,1,74952.7
pepper,7.58,Plateau,sandy,1671.6,24.9,1,54500.0
yam,2.27,Lagos,clay,1348.9,28.7,1,20448.0
maize,1.57,Kano,clay,961.2,23.6,1,3920.0
cassava,4.55,Lagos,silty,1331.5,25.3,0,51423.3
cassava,4.53,Plateau,clay,876.4,25.9,1,56161.9
maize,9.75,Bauchi,sandy,1126.5,28.0,1,22617.0
tomato,6.5,Lagos,sandy,2003.4,28.3,1,66441.6
cassava,7.75,Kano,loamy,1388.0,27.3,1,123478.6
yam,1.98,Bauchi,loamy,678.3,29.2,1,21728.8
yam,9.27,Benue,clay,965.1,28.9,0,82941.1
pepper,1.96,Plateau,sandy,1241.3,29.4,0,14573.1
yam,6.31,Bauchi,silty,984.3,26.1,0,63820.8
maize,6.81,Rivers,silty,572.7,27.3,1,15369.4
cowpea,3.14,Plateau,sandy,321.0,30.8,0,1877.3
maize,8.3,Lagos,clay,1621.9,29.4,1,18887.5
maize,2.17,Rivers,silty,1290.0,28.0,1,7218.0
cassava,9.84,Lagos,sandy,633.0,25.6,1,63309.2
maize,5.72,Plateau,sandy,1148.9,23.2,0,8778.2
rice,1.28,Lagos,loamy,589.6,29.2,1,3689.8
rice,3.56,Lagos,loamy,1236.6,25.8,1,19654.2
rice,1.48,Kaduna,silty,1271.7,30.4,1,6217.4
yam,0.57,Lagos,silty,1493.6,21.5,1,4575.6
cassava,1.45,Kaduna,loamy,1470.1,25.8,1,21469.1
tomato,6.66,Plateau,sandy,1332.1,26.0,1,99422.3
maize,6.88,Benue,silty,1243.1,27.9,0,17349.5
pepper,9.86,Kaduna,silty,1745.5,28.4,0,68149.9
tomato,4.4,Rivers,silty,1091.9,22.0,1,63570.0
maize,5.21,Oyo,clay,750.2,23.7,0,8834.6
cassava,5.3,Lagos,silty,1192.8,28.6,1,70168.9
tomato,8.86,Plateau,sandy,930.3,20.3,0,65582.2
cowpea,9.72,Lagos,silty,278.7,23.0,1,8166.7
pepper,5.99,Benue,sandy,1034.8,27.4,0,38635.5
maize,2.29,Benue,sandy,826.2,25.6,1,4953.6
yam,8.54,Lagos,loamy,865.7,28.0,0,78655.6
maize,3.61,Benue,clay,1284.6,28.8,1,9267.5
maize,5.03,Kano,sandy,571.2,25.7,0,7377.9
tomato,8.39,Lagos,loamy,871.0,29.3,0,105963.8
yam,9.54,Kaduna,loamy,1582.5,31.4,0,75528.0
cowpea,5.15,Bauchi,silty,1288.3,29.0,1,6794.8
rice,6.98,Lagos,sandy,961.8,28.1,1,25372.9
yam,5.59,Kano,silty,1424.6,27.6,1,77773.1
tomato,5.64,Benue,silty,1325.9,23.1,1,75850.2
pepper,9.73,Kano,loamy,1387.8,31.3,1,90793.6
maize,7.16,Rivers,loamy,713.6,29.6,1,21528.9
cowpea,3.04,Oyo,silty,427.6,27.5,0,2764.9
cowpea,5.09,Bauchi,silty,974.7,24.9,1,7028.4
maize,6.35,Lagos,sandy,1283.7,30.7,0,11669.9
tomato,4.88,Kaduna,clay,2196.1,23.5,1,37167.3
maize,4.95,Kano,sandy,1537.6,24.5,1,9906.6
cowpea,7.89,Plateau,clay,889.9,24.9,0,8579.5
maize,2.52,Rivers,loamy,1621.8,28.3,1,7924.7
maize,2.52,Benue,sandy,1027.6,26.3,1,5690.3
rice,4.85,Oyo,silty,1401.7,27.8,1,25899.1
yam,8.03,Oyo,silty,953.3,23.7,0,68084.3
rice,5.36,Oyo,clay,2021.6,23.6,1,11852.6
tomato,4.07,Benue,sandy,1328.6,27.3,0,47654.2
pepper,3.07,Oyo,loamy,1528.8,28.0,1,32857.9
yam,8.5,Oyo,clay,1108.6,26.9,1,83473.4
rice,9.57,Rivers,sandy,1379.1,21.0,1,29123.6
yam,6.79,Benue,loamy,1054.7,26.4,0,74665.3
pepper,2.94,Rivers,loamy,1158.4,31.8,1,28808.8
rice,7.47,Kaduna,loamy,794.2,27.2,1,33438.8
yam,6.56,Oyo,clay,632.9,31.2,0,40743.6
yam,6.89,Oyo,silty,1479.4,27.9,0,67141.8
cassava,5.29,Rivers,loamy,2003.9,24.7,1,56395.6
tomato,1.46,Rivers,silty,1265.6,27.8,1,25699.5
pepper,7.77,Bauchi,loamy,861.6,28.9,1,72227.6
yam,1.35,Kano,sandy,485.0,26.9,1,10573.6
maize,3.14,Bauchi,clay,1442.6,20.0,1,5814.3
cassava,6.23,Lagos,silty,844.1,24.1,1,67945.6
rice,5.98,Bauchi,loamy,1292.5,29.6,1,30065.1
cassava,4.49,Kaduna,sandy,1189.5,25.3,1,50934.8
tomato,0.77,Rivers,silty,1028.6,32.3,0,8978.2
cowpea,8.51,Bauchi,clay,1415.3,32.1,1,8346.9
pepper,3.78,Benue,loamy,1003.0,25.7,1,35267.3
tomato,4.25,Lagos,clay,1051.4,21.7,0,47328.9
yam,5.3,Benue,silty,850.8,31.7,1,44123.9
yam,6.72,Rivers,sandy,1600.6,25.6,1,54017.4
yam,6.23,Benue,sandy,1077.8,29.9,1,52716.9
cassava,3.3,Plateau,silty,860.9,29.5,1,37112.7
yam,2.9,Lagos,silty,1783.5,28.1,1,31655.1
cowpea,4.56,Oyo,sandy,1244.4,32.2,1,4946.0
pepper,1.83,Bauchi,sandy,1791.1,30.0,0,7794.6
tomato,7.67,Kano,sandy,1401.7,25.4,1,97532.7
pepper,6.58,Benue,clay,1014.1,24.5,1,51210.5
yam,1.3,Kaduna,silty,1310.3,28.7,1,16228.7
rice,3.61,Bauchi,clay,1373.5,30.4,1,9771.2
maize,2.96,Kaduna,clay,1391.2,22.7,1,7414.0
pepper,5.85,Lagos,sandy,1676.8,29.2,1,29582.9
pepper,3.56,Kaduna,loamy,1224.5,26.8,1,42756.3
rice,8.45,Kaduna,sandy,1538.9,26.1,0,22255.4
yam,7.44,Rivers,loamy,287.1,31.4,0,39552.3
cassava,7.32,Oyo,clay,1002.7,25.7,1,78954.6
tomato,2.38,Kano,loamy,693.2,28.5,0,30900.1
cowpea,2.88,Rivers,loamy,842.4,26.9,1,4279.8
pepper,9.78,Plateau,loamy,1112.3,34.6,0,54188.5
cassava,6.9,Oyo,sandy,1575.3,25.0,1,71033.5
yam,7.77,Plateau,clay,1553.5,27.6,0,73721.1
yam,6.13,Benue,silty,1128.7,27.4,1,74045.0
maize,2.4,Kano,sandy,683.2,28.5,0,3388.2
rice,4.07,Benue,sandy,1021.8,23.8,1,11423.0
cowpea,4.53,Kaduna,clay,1469.4,23.9,1,5923.7
maize,5.93,Lagos,silty,200.0,26.5,0,7818.3
maize,1.96,Benue,sandy,930.7,36.4,1,2604.6
cassava,3.68,Benue,sandy,1347.6,28.5,1,47520.1
cowpea,8.58,Rivers,silty,1809.4,25.0,1,9382.5
cassava,8.88,Lagos,loamy,1690.2,33.0,1,85804.7
cowpea,3.38,Bauchi,silty,1645.6,27.0,1,4320.5
tomato,9.56,Oyo,loamy,1120.9,27.7,0,184193.6
pepper,5.13,Oyo,sandy,1612.4,26.4,1,31950.9
cowpea,3.08,Benue,sandy,696.6,31.4,1,2993.4
pepper,3.6,Bauchi,silty,899.3,22.2,1,27950.4
cowpea,6.32,Plateau,sandy,1005.2,30.3,0,5057.2
pepper,9.22,Plateau,clay,621.6,31.9,0,40621.6
maize,4.79,Bauchi,clay,884.2,20.8,1,9521.9
pepper,3.98,Rivers,sandy,1220.5,24.8,1,33349.0
maize,7.68,Benue,silty,1459.5,27.9,0,14358.9
yam,2.3,Rivers,silty,978.4,21.4,0,17303.1
cowpea,3.75,Lagos,clay,958.8,25.6,0,3749.4
cowpea,6.1,Benue,clay,1758.5,29.5,0,4735.0
maize,7.41,Kano,clay,1259.6,24.3,1,19597.4
maize,1.23,Benue,silty,1616.0,24.9,1,3152.5
maize,9.76,Kano,clay,1312.7,26.6,0,23360.6
tomato,8.83,Oyo,clay,860.1,29.1,1,115820.7
maize,6.57,Oyo,clay,1165.0,20.0,1,15048.1
pepper,8.21,Kano,clay,2011.0,29.8,0,32421.6
tomato,2.27,Lagos,clay,1024.9,24.0,1,27871.4
maize,3.57,Benue,loamy,919.7,31.0,1,11313.4
cassava,6.59,Bauchi,sandy,420.5,26.2,1,60751.0
cowpea,8.43,Plateau,sandy,825.4,28.3,1,6872.4
pepper,0.9,Kaduna,silty,1485.7,25.3,1,8623.9
cowpea,1.96,Bauchi,silty,1130.8,27.3,1,2394.8
maize,8.88,Kano,silty,1220.3,26.1,1,26363.2
tomato,6.71,Plateau,silty,1184.8,27.2,0,121456.6
yam,0.54,Oyo,sandy,1139.9,23.2,1,4463.1
yam,8.69,Oyo,loamy,1345.2,25.4,0,81723.8
rice,2.41,Benue,loamy,439.7,29.7,1,8332.5
cassava,8.12,Rivers,loamy,933.8,26.2,1,124163.6
pepper,5.65,Bauchi,clay,1861.0,28.8,0,26703.2
tomato,9.16,Benue,loamy,772.0,25.7,1,162149.6
yam,6.85,Kano,silty,1129.6,22.9,1,84167.7
pepper,6.94,Benue,loamy,962.9,29.1,1,51153.9
pepper,7.12,Kaduna,sandy,1055.4,23.3,1,47731.0
maize,9.28,Oyo,silty,966.1,21.7,0,16895.1
pepper,1.68,Kaduna,clay,820.9,27.4,1,11536.6
cowpea,2.45,Lagos,loamy,1267.6,31.2,1,3535.8
tomato,5.56,Oyo,loamy,946.0,30.3,0,70499.4
pepper,7.7,Oyo,clay,1091.3,21.4,0,42606.5
yam,1.14,Lagos,clay,652.3,27.4,1,10107.8
cassava,3.96,Bauchi,clay,1878.8,33.0,1,32109.3
cassava,7.55,Lagos,clay,1271.2,24.4,0,77838.7
cowpea,5.29,Benue,clay,1622.5,28.2,0,5094.1
maize,8.52,Bauchi,silty,1546.2,26.9,0,18014.3
maize,6.82,Kano,clay,801.3,21.3,1,13147.1
rice,4.19,Lagos,silty,1271.8,22.3,0,12939.8
rice,0.94,Kano,sandy,1394.7,27.6,0,2842.7
cassava,4.64,Rivers,silty,1577.6,25.9,1,57049.1
cowpea,3.72,Benue,sandy,925.4,24.5,0,2883.9
rice,0.83,Plateau,clay,1161.0,25.4,0,2366.6
pepper,9.61,Oyo,clay,1129.1,27.6,0,70298.3
tomato,8.58,Oyo,sandy,730.5,23.8,1,97285.2
pepper,7.83,Rivers,loamy,664.9,28.8,1,53729.3
pepper,4.72,Oyo,silty,905.9,28.4,0,35792.9
maize,2.59,Lagos,clay,856.1,30.9,0,3723.1
pepper,8.88,Bauchi,clay,1234.9,29.7,0,53626.2
yam,9.35,Kaduna,loamy,1043.3,21.4,0,76552.4
cassava,2.38,Benue,loamy,2111.9,27.5,1,28909.9
maize,6.9,Kano,loamy,672.5,23.5,1,17613.5
pepper,4.86,Rivers,clay,702.7,26.0,0,27991.1
yam,7.57,Bauchi,silty,841.8,22.2,1,74543.8
tomato,8.33,Rivers,clay,731.2,24.2,1,97850.7
pepper,9.06,Rivers,clay,1341.7,29.7,0,53017.1
yam,4.36,Kano,sandy,852.7,30.8,0,28589.3
yam,6.09,Kano,silty,1312.8,31.3,1,68946.1
cowpea,9.71,Rivers,clay,960.3,26.4,0,9674.3
tomato,1.25,Oyo,silty,1558.5,26.0,1,22798.2
tomato,1.11,Benue,clay,1720.1,28.2,0,11898.3
cassava,5.73,Lagos,sandy,1757.5,24.7,1,56837.9
rice,4.97,Kano,silty,597.1,30.8,1,12409.8
rice,3.87,Kaduna,loamy,1684.4,28.7,1,15123.9
yam,8.85,Oyo,loamy,1910.9,28.5,1,95752.6
yam,7.82,Kaduna,sandy,1456.0,24.0,1,67191.7
yam,4.5,Plateau,loamy,1195.6,26.5,0,37518.8
pepper,4.64,Oyo,sandy,1333.1,27.6,1,38604.4
yam,8.27,Benue,sandy,1095.0,28.7,0,68454.3
rice,8.99,Bauchi,loamy,1679.3,26.1,0,27489.6
pepper,3.56,Bauchi,loamy,756.2,26.2,0,21827.5
tomato,4.7,Plateau,clay,609.1,28.7,0,44281.5
maize,8.82,Kano,sandy,1188.8,28.7,0,16048.2
cassava,6.36,Plateau,clay,1985.4,28.0,0,54640.6
yam,6.78,Lagos,loamy,1121.4,31.1,1,73773.0
cowpea,7.24,Kano,silty,802.8,28.4,0,8064.1
pepper,3.54,Plateau,sandy,1298.1,26.0,0,23544.8
cowpea,0.94,Benue,clay,1511.9,26.8,0,894.2
cassava,9.98,Bauchi,sandy,572.4,30.7,0,69764.3
rice,3.18,Kaduna,clay,535.0,22.5,0,5176.4
tomato,4.21,Rivers,sandy,1096.2,27.7,1,64753.8
rice,6.03,Benue,loamy,1408.5,20.7,1,22594.6
cowpea,1.85,Kaduna,loamy,963.9,25.9,1,2727.8
maize,3.89,Plateau,loamy,353.2,30.7,1,7450.8
rice,9.43,Kaduna,sandy,592.6,29.3,0,21591.1
cowpea,6.73,Kaduna,clay,1873.5,23.4,1,7053.1
pepper,3.31,Lagos,silty,1038.0,25.7,1,25697.0
cowpea,1.98,Kaduna,sandy,1571.0,31.8,1,1807.1
maize,2.38,Lagos,sandy,991.7,25.8,0,4314.4
cowpea,6.01,Plateau,sandy,1477.8,26.0,0,4616.4
cowpea,5.09,Oyo,sandy,922.8,28.0,1,6010.2
pepper,5.22,Bauchi,silty,1142.0,26.6,0,46462.4
rice,5.98,Bauchi,sandy,1700.6,24.4,1,15146.5
yam,5.02,Bauchi,clay,2004.1,29.4,1,40941.2
tomato,6.91,Bauchi,silty,1739.5,29.0,1,84515.3
yam,7.37,Kano,silty,1542.8,25.7,0,65379.8
rice,4.72,Benue,loamy,610.8,26.2,1,16259.7
pepper,1.72,Kaduna,loamy,1966.1,26.5,0,8987.3
tomato,2.2,Bauchi,silty,1329.5,26.9,0,38273.4
pepper,9.95,Plateau,sandy,1000.2,18.0,1,43306.4
cowpea,9.49,Rivers,silty,561.2,27.0,1,12675.3
cowpea,3.03,Benue,clay,1198.0,28.2,1,3574.6
cassava,2.51,Bauchi,clay,751.3,25.0,0,23255.5
tomato,1.86,Rivers,silty,735.5,25.9,1,23905.1
pepper,2.29,Plateau,loamy,1033.6,23.2,1,18105.8
cassava,2.46,Kano,loamy,774.3,26.3,1,34793.0
cowpea,1.27,Rivers,loamy,825.9,24.9,0,1368.9
rice,4.77,Rivers,silty,1046.4,24.6,1,20236.2
cassava,2.33,Benue,sandy,1500.3,30.0,0,17815.5
cowpea,8.28,Lagos,clay,622.8,24.5,1,7582.3
rice,2.31,Rivers,loamy,1195.4,28.7,1,11299.3
cassava,3.0,Rivers,loamy,1329.1,25.1,0,33854.9
pepper,2.99,Lagos,loamy,785.5,25.6,1,27069.6
cassava,0.99,Benue,silty,1314.5,24.2,0,11748.6
tomato,8.18,Oyo,loamy,856.8,31.3,0,97212.0
pepper,3.37,Bauchi,clay,497.7,27.6,1,16553.5
maize,6.1,Plateau,sandy,747.0,26.8,1,10650.1
cowpea,8.5,Kaduna,loamy,1408.4,27.5,0,10830.7
cassava,1.2,Plateau,silty,921.6,19.9,0,8713.4
rice,5.81,Plateau,loamy,808.3,26.5,0,17390.3
cassava,1.72,Oyo,clay,1485.7,24.7,1,19143.2
yam,7.14,Rivers,silty,733.6,27.3,0,60229.4
yam,6.21,Lagos,loamy,1217.1,25.0,1,73671.1
rice,4.38,Oyo,loamy,779.9,23.7,1,16956.6
yam,0.64,Oyo,silty,1684.1,26.7,1,6667.8
yam,6.61,Plateau,clay,931.8,26.5,1,75926.2
pepper,4.42,Oyo,silty,731.4,33.3,1,27768.4
tomato,9.23,Kaduna,loamy,1637.3,29.3,1,158481.8
tomato,7.73,Oyo,clay,1127.2,22.8,1,100277.7
maize,2.92,Oyo,sandy,1635.7,28.1,1,6703.7
cassava,8.63,Oyo,loamy,1119.5,29.8,1,127739.1
yam,7.7,Lagos,sandy,1448.4,26.5,0,57314.5
cowpea,1.86,Kano,sandy,902.4,21.7,1,1790.5
cowpea,7.12,Lagos,clay,1054.7,29.5,1,8797.4
yam,1.93,Oyo,sandy,1107.5,26.8,0,15225.5
pepper,0.72,Benue,silty,767.9,25.4,1,5417.0
maize,7.98,Rivers,silty,1301.3,25.6,1,24756.6
yam,3.95,Bauchi,clay,1687.0,25.2,1,31019.9
tomato,9.66,Oyo,sandy,2054.7,27.4,0,95318.3
